id,X,input,output,out_i,rules
13,1,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,2,00100000021000000_100_000000
13,2,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,4,00100000021000000_100_000000
13,3,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,5,00100000021000000_100_000000
13,4,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,6,00100000021000000_100_000000
13,5,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,7,00100000021000000_100_000000
13,6,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,8,00100000021000000_100_000000
13,7,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,9,00100000021000000_100_000000
13,8,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,10,00100000021000000_100_000000
13,9,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,11,00100000021000000_100_000000
13,10,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,12,00100000021000000_100_000000
13,11,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,13,00100000021000000_100_000000
13,12,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,14,00100000021000000_100_000000
13,13,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,15,00100000021000000_100_000000
13,14,1_2_4_-1,1_2_4_5_6_7_8_9_10_11_12_13_14_15_16,16,00100000021000000_100_000000
14,0,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,1,00100000110010000_100_000000
14,1,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,2,00100000110010000_100_000000
14,2,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,4,00100000110010000_100_000000
14,3,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,5,00100000110010000_100_000000
14,4,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,7,00100000110010000_100_000000
14,5,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,8,00100000110010000_100_000000
14,6,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,10,00100000110010000_100_000000
14,7,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,11,00100000110010000_100_000000
14,8,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,13,00100000110010000_100_000000
14,9,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,14,00100000110010000_100_000000
14,10,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,16,00100000110010000_100_000000
14,11,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,17,00100000110010000_100_000000
14,12,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,19,00100000110010000_100_000000
14,13,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,20,00100000110010000_100_000000
14,14,1_2_4_-1,1_2_4_5_7_8_10_11_13_14_16_17_19_20_22,22,00100000110010000_100_000000
15,0,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,1,00001000011000000_100_000000
15,1,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,2,00001000011000000_100_000000
15,2,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,3,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,4,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,5,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,6,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,7,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,8,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,9,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,10,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,11,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,12,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,13,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
15,14,1_2_4_-1,1_2_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,-1,00001000011000000_100_000000
16,0,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,1,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,2,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,3,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,4,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,5,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,6,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,7,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,8,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,9,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,10,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,11,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,12,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,13,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
16,14,-1_-5_-4_-11,-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000100001010_001_000000
17,0,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,1,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,2,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-2,00020000110001000_001_000000
17,3,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,4,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,5,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,6,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,7,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,8,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,9,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,10,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,11,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,12,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,13,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
17,14,-1_-5_-4_-11,-4_-4_-2_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4_-4,-4,00020000110001000_001_000000
18,0,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,1,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-5,00011010100001100_001_000001
18,2,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,3,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,4,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,5,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,6,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,7,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,8,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,9,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,10,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,11,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
18,12,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,13,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-4,00011010100001100_001_000001
18,14,-1_-5_-4_-11,-4_-5_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1,-1,00011010100001100_001_000001
19,0,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-4,00012011110001100_001_010000
19,1,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-1,00012011110001100_001_010000
19,2,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,3,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-4,00012011110001100_001_010000
19,4,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,5,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,6,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,7,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,8,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,9,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,10,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,11,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,12,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,13,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
19,14,-1_-5_-4_-11,-4_-1_-5_-4_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5_-5,-5,00012011110001100_001_010000
20,0,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-4,00012011100011100_001_010000
20,1,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-1,00012011100011100_001_010000
20,2,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-5,00012011100011100_001_010000
20,3,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-4,00012011100011100_001_010000
20,4,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-1,00012011100011100_001_010000
20,5,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-5,00012011100011100_001_010000
20,6,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-4,00012011100011100_001_010000
20,7,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-1,00012011100011100_001_010000
20,8,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-5,00012011100011100_001_010000
20,9,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-4,00012011100011100_001_010000
20,10,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-1,00012011100011100_001_010000
20,11,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-5,00012011100011100_001_010000
20,12,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-4,00012011100011100_001_010000
20,13,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-1,00012011100011100_001_010000
20,14,-1_-5_-4_-11,-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5_-4_-1_-5,-5,00012011100011100_001_010000
21,0,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-1,00002010010000100_001_000001
21,1,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-5,00002010010000100_001_000001
21,2,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-3,00002010010000100_001_000001
21,3,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-4,00002010010000100_001_000001
21,4,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-5,00002010010000100_001_000001
21,5,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-6,00002010010000100_001_000001
21,6,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-7,00002010010000100_001_000001
21,7,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-8,00002010010000100_001_000001
21,8,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-9,00002010010000100_001_000001
21,9,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-10,00002010010000100_001_000001
21,10,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-11,00002010010000100_001_000001
21,11,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-12,00002010010000100_001_000001
21,12,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-13,00002010010000100_001_000001
21,13,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-14,00002010010000100_001_000001
21,14,-1_-5_-4_-11,-1_-5_-3_-4_-5_-6_-7_-8_-9_-10_-11_-12_-13_-14_-15,-15,00002010010000100_001_000001
22,0,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-8,00110000110000001_001_000000
22,1,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-9,00110000110000001_001_000000
22,2,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-2,00110000110000001_001_000000
22,3,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-2,00110000110000001_001_000000
22,4,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-6,00110000110000001_001_000000
22,5,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-7,00110000110000001_001_000000
22,6,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-3,00110000110000001_001_000000
22,7,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-3,00110000110000001_001_000000
22,8,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-6,00110000110000001_001_000000
22,9,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-6,00110000110000001_001_000000
22,10,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-3,00110000110000001_001_000000
22,11,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-4,00110000110000001_001_000000
22,12,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-7,00110000110000001_001_000000
22,13,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-6,00110000110000001_001_000000
22,14,-1_-5_-4_-11,-8_-9_-2_-2_-6_-7_-3_-3_-6_-6_-3_-4_-7_-6_-4,-4,00110000110000001_001_000000
23,0,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-2,00110000111000000_001_000000
23,1,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-3,00110000111000000_001_000000
23,2,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-2,00110000111000000_001_000000
23,3,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-2,00110000111000000_001_000000
23,4,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-3,00110000111000000_001_000000
23,5,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
23,6,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-3,00110000111000000_001_000000
23,7,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-3,00110000111000000_001_000000
23,8,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
23,9,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
23,10,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-3,00110000111000000_001_000000
23,11,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
23,12,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-5,00110000111000000_001_000000
23,13,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
23,14,-1_-5_-4_-11,-2_-3_-2_-2_-3_-4_-3_-3_-4_-4_-3_-4_-5_-4_-4,-4,00110000111000000_001_000000
24,0,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-4,00011011200001100_001_010000
24,1,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,2,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-1,00011011200001100_001_010000
24,3,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,4,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-4,00011011200001100_001_010000
24,5,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,6,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-1,00011011200001100_001_010000
24,7,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,8,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-4,00011011200001100_001_010000
24,9,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,10,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-1,00011011200001100_001_010000
24,11,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,12,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-4,00011011200001100_001_010000
24,13,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-5,00011011200001100_001_010000
24,14,-1_-5_-4_-11,-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1_-5_-4_-5_-1,-1,00011011200001100_001_010000
25,0,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,1,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,2,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,3,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,4,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,5,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,6,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,7,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,8,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,9,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,10,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-1,00010011100001000_001_000001
25,11,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
25,12,-1_-5_-4_-11,-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1_-4_-4_-1_-1,-4,00010011100001000_001_000001
